"Abingdon.RD","Alcester.RD","Alnwick.RD","Alston.with.Garrigill.RD","Alton.RD","Amersham.RD","Amesbury.RD","Ampthill.RD","Andover.RD","Ashbourne.RD","Ashby.de.la.Zouch.RD","Atcham.RD","Axbridge.RD","Axminster.RD","Aylesbury.RD","Aysgarth.RD","Bagshot.RD","Bakewell.RD","Banbury.RD","Barnack.RD","Barnard.Castle.RD","Barnstaple.RD","Barrow.upon.Soar.RD","Basford.RD","Basingstoke.RD","Bathavon.RD","Battle.RD","Beaminster.RD","Bedale.RD","Bedford.RD","Belford.RD","Bellingham.RD","Belper.RD","Berkhamstead.RD","Beverley.RD","Bideford.RD","Biggleswade.RD","Billesdon.RD","Bingham.RD","Blaby.RD","Blackburn.RD","Blackwell.RD","Blandford.RD","Blofield.and.Flegg.RD","Blyth.RD","Border.RD","Boston.RD","Bowland.RD","Brackley.RD","Bradfield.RD","Bradford.and.Melksham.RD","Braintree.RD","Braughing.RD","Bridge.Blean.RD","Bridgnorth.RD","Bridgwater.RD","Bridlington.RD","Bridport.RD","Brixworth.RD","Broadwoodwidger.RD","Bromsgrove.RD","Bromyard.RD","Buckingham.RD","Bucklow.RD","Bullingdon.RD","Burnley.RD","Caistor.RD","Calne.and.Chippenham.RD","Camelford.RD","Cannock.RD","Castle.Donington.RD","Castle.Ward.RD","Chailey.RD","Chanctonbury.RD","Chapel.en.le.Firth.RD","Chard.RD","Cheadle.RD","Chelmsford.RD","Cheltenham.RD","Chester.le.Street.RD","Chester.RD","Chesterfield.RD","Chesterton.RD","Chichester.RD","Chipping.Norton.RD","Chorley.RD","Cirencester.RD","Clare.RD","Clitheroe.RD","Clowne.RD","Clun.RD","Clutton.RD","Cockermouth.RD","Congleton.RD","Cookham.RD","Cosford.RD","Cranbrook.RD","Crediton.RD","Crickdale.and.Wootton.Bassett.RD","Croft.RD","Cuckfield.RD","Darlington.RD","Dartford.RD","Daventry.RD","Deben.RD","Depwade.RD","Derwent.RD","Devizes.RD","Disley.RD","Docking.RD","Doncaster.RD","Dorcheser.RD","Dore.and.Bredwardine.RD","Dorking.and.Horley.RD","Dover.RD","Downham.RD","Drayton.RD","Driffield.RD","Droitwich.RD","Droxford.RD","Dulverton.RD","Dunmow.RD","Durham.RD","Dursley.RD","E.Ashford.RD","E.Dean.RD","E.Kesteven.RD","E.Retford.RD","Easington.RD","Easingwold.RD","East.Elloe.RD","Easthampstead.RD","Eastry.RD","Elham.RD","Ellesmere","Ellesmere.RD","Elstree.RD","Ely.RD","Ennerdale.RD","Epping.and.Ongar.RD","Erpingham.RD","Eton.RD","Evesham.RD","Faringdon.RD","Flaxton.RD","Forehoe.and.Henstead.RD","Freebridge.Lynn.RD","Frome.RD","Fylde.RD","Gainsborough.RD","Garstang.RD","Gipping.RD","Glanford.Brigg.RD","Glendale.RD","Gloucester.RD","Godstone.RD","Goole.RD","Grimsby.RD","Guildford.RD","Hailsham.RD","Halstead.RD","Haltwhistle.RD","Hambleton.RD","Hartismere.RD","Hartley.Wintney.RD","Hatfield.RD","Helmsley.RD","Hemel.Hampstead.RD","Hemsworth.RD","Henley.RD","Hepton.RD","Hereford.RD","Hertford.RD","Hexham.RD","Highworth.RD","Hitchin.RD","Holderness.RD","Hollingbourn.RD","Honiton.RD","Horncastle.RD","Horsham.RD","Howden.RD","Hungerford.RD","Huntingdon.RD","Isle.of.Axholme.RD","Isle.of.Wight.RD","Kerrier.RD","Kettering.RD","Ketton.RD","Kidderminster.RD","Kingsbridge.RD","Kingsclere.and.Whitchurch.RD","Kington.RD","Kirkbymoorside.RD","Kiverton.Park.RD","Lancaster.RD","Lanchester.RD","Langport.RD","Launceston.RD","Ledbury.RD","Leek.RD","Leominster.and.Wigmore.RD","Lexden.and.Winstree.RD","Leyburn.RD","Lichfield.RD","Liskeard.RD","Loddon.RD","Long.Ashton.RD","Lothingland.RD","Louth.RD","Ludlow.RD","Lunesdale.RD","Luton.RD","Lutterworth.RD","Lydney.RD","M.Westmorland.RD","Macclesfield.RD","Maidstone.RD","Maldon.RD","Malling.RD","Malmsbury.RD","Malton.RD","Market.Borough.RD","Market.Harborough.RD","Marlborough.and.Ramsbury.RD","Marshland.RD","Martley.RD","Masham.RD","Melford.RD","Melton.and.Belvoir.RD","Mere.and.Tisbury.RD","Meriden.RD","Midhurst.RD","Mildenhall.RD","Millom.RD","Mitford.and.Launditch.RD","Morpeth.RD","N.Cotswold.RD","N.Kesteven.RD","N.Witchford.RD","Nantwich.RD","New.Forest.RD","Newark.RD","Newbury.RD","Newcastle.under.Lyme.RD","Newent.RD","Newmarket.RD","Newport.Pagnell.RD","Newton.Abbot.RD","Nidderdale.RD","Norham.and.Islandshires.RD","Norman.Cross.RD","Northallerton.RD","Northampton.RD","Northleach.RD","Northwich.RD","Norton.RD","Oakham.RD","Okehampton.RD","Osgoldcross.RD","Oswestry.RD","Oundle.and.Thrapston.RD","Penrith.RD","Pensitone.RD","Pershore.RD","Peterborough.RD","Petersfield.RD","Petworth.RD","Pewsey.RD","Pickering.RD","Ploughley.RD","Plympton.St.Mary.RD","Pocklington.RD","Preston.RD","Reeth.RD","Repton.RD","Richmond.RD","Ringwood.and.Fordingbridge.RD","Ripon.and.Pateley.Bridge.RD","Rochford.RD","Romney.Marsh.RD","Romsey.and.Stockbridge.RD","Ross.and.Whitchurch.RD","Rothbury.RD","Rotherham.RD","Rugby.RD","Runcorn.RD","S.Cambridgeshire.RD","S.Kesteven.RD","S.Molton.RD","S.Westmorland.RD","Saffron.Walden.RD","Salisbury.and.Wilton.RD","Samford.RD","Scarborough.RD","Sedbergh.RD","Sedgefield.RD","Seisdon.RD","Selby.RD","Settle.RD","Sevenoaks.RD","Shaftesbury.RD","Sheppey.RD","Shepton.Mallet.RD","Sherborne.RD","Shifnal.RD","Shipston.on.Stour.RD","Skipton.RD","Smallburgh.RD","Sodbury.RD","Southam.RD","Southwell.RD","Spalding.RD","Spilsby.RD","St.Albans.RD","St.Austell.RD","St.Faiths.and.Aylsham.RD","St.Germans.RD","St.Ives.RD","St.Neots.RD","St.Thomas.RD","Stafford.RD","Startforth.RD","Stockton.RD","Stokesley.RD","Stone.RD","Stratford.upon.Avon.RD","Stratton.RD","Strood.RD","Stroud.RD","Sturminster.RD","Sunbury.on.Thames","Sunderland.RD","Swaffham.RD","Swale.RD","Tadcaster.RD","Tarvin.RD","Taunton.RD","Tavistock.RD","Tenbury.RD","Tendring.RD","Tenterden.RD","Tetbury.RD","Thedwastre.RD","Thingoe.RD","Thirsk.RD","Thornbury.RD","Thorne.RD","Thorney.RD","Tintwistle.RD","Tiverton.RD","Tonbridge.RD","Torrington.RD","Totnes.RD","Towcester.RD","Truro.RD","Tutbury.RD","Uckfield.RD","Uppingham.RD","Upton.upon.Severn.RD","Uttoxeter.RD","W.Ashford.RD","W.Dean.RD","W.Kesteven.RD","W.Lancashire.RD","Wadebridge.RD","Wainford.RD","Wakefield.RD","Wallingford.RD","Walsingham.RD","Wantage.RD","Ware.RD","Wareham.and.Purbeck.RD","Warminster.and.Westbury.RD","Warmley.RD","Warrington.RD","Warwick.RD","Watford.RD","Wath.RD","Wayland.RD","Weardale.RD","Wellingborough.RD","Wellington.RD","Wellington.RD","Wells.RD","Welton.RD","Welwyn.RD","Wem.RD","Weobley.RD","West.Penwith.RD","Wetherby.RD","Wharfedale.RD","Whiston.RD","Whitby.RD","Wigan.RD","Wigton.RD","Williton.RD","Wimborne.and.Cranborne.RD","Wincanton.RD","Winchester.RD","Windsor.RD","Wing.RD","Winslow.RD","Wisbech.RD","Witney.RD","Wokingham.RD","Worksop.RD","Worthing.RD","Wortley.RD","Wycombe.RD","Yeovil.RD","Aberaeron.RD","Abergavenny.RD","Aberystwyth.RD","Aethwy.RD","Aled.RD","Brecknock.RD","Builth.RD","Cardiff.RD","Carmarthen.RD","Ceiriog.RD","Cemaes.RD","Chepstow.RD","Cowbridge.RD","Crickhowell.RD","Deudraeth.RD","Dolgellau.RD","Edeyrnion.RD","Forden.RD","Gower.RD","Gwyrfai.RD","Haverfordwest.RD","Hawarden.RD","Hay.RD","Hiraethog.RD","Holywell.RD","Knighton.RD","Llandeilo.RD","Llanelli.RD","Llanfyllin.RD","Llantrisant.and.Llantwit.Fardre.RD","Lleyn.RD","Machynlleth.RD","Maelor.RD","Magor.and.St.Mellons.RD","Monmouth.RD","Nant.Conway.RD","Narberth.RD","Neath.RD","New.Radnor.RD","Newcastle.Emlyn.RD","Newtown.and.Llanidloes.RD","Ogwen.RD","Pembroke.RD","Penllyn.RD","Penybont.RD","Pontardawe.RD","Pontypool.RD","Rhayader.RD","Ruthin.RD","St.Asaph.RD","Teifiside.RD","Tregaron.RD","Twrcelyn.RD","Valley.RD","Vaynor.and.Penderyn.RD","Wrexham.RD","Ystradgynlais.RD"
19,13,3,0,13,36,0,0,3,0,0,1,1,0,17,0,19,4,1,0,0,0,3,43,7,1,5,0,0,7,0,0,27,4,0,0,0,0,0,3,1,5,9,3,0,10,5,0,10,55,2,0,3,1,0,1,3,9,10,0,15,15,0,3,39,1,0,5,0,13,0,15,8,9,0,1,11,21,2,33,11,35,39,21,24,3,25,0,3,4,1,35,0,2,6,0,7,0,2,0,6,64,60,0,31,1,1,4,0,0,89,0,0,32,0,9,8,0,17,4,0,24,13,6,1,2,7,24,74,0,0,50,1,0,0,0,19,3,28,2,0,3,8,16,3,9,1,1,18,1,1,1,8,1,3,9,0,11,8,3,16,1,13,1,10,18,0,15,3,9,0,1,11,18,2,6,0,22,0,1,8,0,10,3,0,1,1,3,4,1,0,16,0,0,1,1,11,1,0,2,13,0,11,0,30,0,0,6,0,10,1,2,10,0,5,0,2,4,3,23,17,0,4,0,0,0,6,0,1,4,0,66,3,4,6,0,5,0,24,0,18,19,6,20,0,0,0,0,3,7,0,2,0,13,0,17,0,1,1,0,0,2,8,0,1,0,2,5,2,0,37,36,0,12,0,11,0,3,10,14,0,8,3,0,66,4,4,56,1,0,6,10,0,0,0,1,1,53,10,20,27,0,0,1,0,40,0,87,0,53,4,5,0,4,12,0,0,0,0,1,8,0,0,2,5,8,5,0,9,17,0,20,9,0,2,4,6,9,0,0,21,0,4,1,18,0,4,65,0,0,0,32,0,2,0,25,4,43,0,3,1,10,0,16,1,0,0,1,4,0,1,9,2,0,4,2,31,2,0,0,0,19,5,12,0,7,0,0,0,11,2,5,2,0,1,0,5,1,1,32,4,0,10,0,3,24,6,23,22,59,18,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,15,0,0,0,0,0,0,1,1,0,19,0,1,0,0,0,0,1,4,0,0,0,0,0,0,17,12,0,0,0
12,14,1,0,30,65,4,1,1,0,1,10,7,0,32,0,3,6,0,0,24,1,9,64,7,3,18,0,0,3,0,0,34,11,3,1,1,1,5,43,1,34,24,6,1,6,3,10,0,27,0,2,17,2,3,3,13,5,22,0,30,9,0,7,24,3,1,0,0,17,7,30,9,8,8,0,14,22,1,21,29,29,34,65,21,2,33,0,5,4,0,31,1,3,10,0,11,0,16,0,15,45,46,2,28,27,0,2,0,0,123,9,1,92,0,5,1,0,5,5,0,34,5,4,3,9,11,29,52,0,0,49,2,3,0,0,116,2,0,21,0,32,0,20,2,24,0,0,19,2,1,0,18,3,14,12,4,4,22,4,4,0,8,2,5,36,2,13,0,12,0,1,7,7,37,37,1,22,1,18,13,0,3,1,0,4,1,3,15,7,0,21,0,0,1,2,2,0,0,6,21,1,6,0,62,1,4,4,0,17,2,0,1,4,0,0,2,7,0,28,1,0,24,15,5,0,3,0,1,26,0,26,0,18,1,0,0,12,6,0,9,19,8,32,4,0,1,1,1,13,0,0,0,22,0,13,0,2,1,0,0,3,14,1,1,0,7,0,1,0,25,20,1,26,0,34,1,3,6,10,0,0,7,0,45,5,4,76,9,1,12,6,0,3,0,1,0,54,0,6,37,0,1,0,0,20,0,10,0,100,6,6,1,13,44,0,7,4,2,2,6,15,0,0,1,6,10,0,3,17,0,31,0,1,10,3,3,10,0,1,22,6,0,0,10,0,6,37,0,0,2,39,0,0,7,33,5,75,0,4,5,69,0,5,1,4,0,4,4,0,16,1,1,0,7,10,24,34,0,0,0,17,2,0,2,15,0,0,0,17,1,7,7,0,2,0,10,2,4,33,8,4,6,0,3,16,3,53,12,32,10,0,0,0,0,0,0,0,29,1,0,0,0,1,0,2,4,0,0,2,0,0,17,0,0,1,0,0,14,0,0,0,3,0,0,0,2,0,20,0,0,2,1,0,0,0,1,0,0,0,1,0,0,7,0,0,3,0
12,0,18,0,18,62,5,0,2,0,1,9,3,5,6,0,11,6,0,0,13,0,6,60,4,1,13,0,0,7,0,1,28,9,9,0,1,0,1,4,2,20,14,2,0,10,3,5,3,34,1,21,2,5,4,1,4,5,8,0,38,14,2,8,32,7,1,8,0,11,0,20,11,15,4,0,43,13,4,37,14,9,62,56,10,0,17,0,10,33,0,68,0,3,12,0,4,0,10,1,7,38,52,4,27,11,3,1,0,0,91,6,0,57,0,17,20,1,6,9,0,9,9,1,3,4,0,27,87,0,0,50,5,1,0,0,32,1,19,6,0,28,16,22,2,16,0,0,14,0,2,1,11,3,48,15,2,2,21,8,1,0,15,0,13,58,1,0,6,5,0,1,1,20,7,4,4,28,0,8,11,1,2,0,0,2,0,3,27,2,4,7,0,0,8,1,24,1,0,1,9,0,3,0,49,0,17,10,0,12,3,0,11,10,14,0,6,39,7,34,7,0,10,21,1,0,4,0,2,10,0,60,31,7,2,0,1,1,7,0,8,28,10,26,7,3,1,0,1,2,0,2,1,25,0,10,0,0,0,6,8,2,0,1,0,0,27,0,1,0,28,14,2,7,0,19,2,3,5,3,0,1,10,0,91,0,28,29,5,0,14,18,1,0,0,2,4,39,13,19,52,0,0,0,0,28,0,8,1,109,16,12,1,4,35,2,4,8,0,1,21,14,1,0,0,13,61,0,6,13,1,18,7,3,7,4,2,24,2,0,33,1,17,6,15,0,10,59,0,0,4,34,1,1,7,26,5,77,0,1,15,39,0,6,2,3,0,7,3,0,20,4,0,1,0,6,19,8,0,0,0,26,1,0,0,13,0,3,0,22,1,13,7,0,2,0,7,2,1,24,2,5,2,0,5,47,0,28,19,37,11,0,0,0,0,3,0,0,21,0,0,0,0,0,1,0,0,0,0,6,0,2,14,0,0,2,0,1,7,7,0,0,5,0,0,0,3,0,16,0,0,0,0,1,0,1,8,3,0,0,1,0,0,2,11,0,1,0
9,33,7,0,20,32,1,3,4,0,1,3,4,1,7,0,0,0,3,1,13,3,6,17,5,7,17,1,0,6,0,0,24,4,1,0,0,0,0,11,1,11,4,5,3,6,7,2,1,20,1,8,1,0,2,1,7,2,8,0,15,8,5,3,10,0,2,6,1,8,0,12,17,14,0,0,41,7,2,30,14,7,20,81,4,0,15,2,14,40,0,23,0,10,7,2,5,0,24,0,7,5,32,0,24,1,0,1,0,0,80,4,3,62,0,0,4,2,3,12,0,22,3,6,2,11,11,7,106,0,0,27,1,0,0,0,95,6,24,0,1,14,5,14,2,18,0,0,19,0,3,1,5,7,11,26,2,2,19,11,3,0,23,1,29,22,0,1,2,7,0,0,4,11,14,44,2,15,1,5,6,2,4,1,0,2,0,2,15,7,1,10,0,0,1,4,18,1,1,7,2,0,5,0,39,1,3,10,0,7,3,0,4,13,4,0,6,7,3,39,4,0,11,14,1,0,1,0,6,6,0,39,1,3,0,1,0,0,7,1,12,20,2,21,7,0,2,4,3,2,0,2,1,8,0,15,0,0,0,6,2,5,3,0,1,0,17,0,0,0,9,10,0,13,0,8,1,5,0,5,0,1,2,5,56,5,17,11,8,0,21,2,0,4,0,2,0,42,6,8,33,0,2,0,1,17,0,15,0,50,14,14,0,2,33,3,15,9,5,0,13,5,0,0,6,15,12,0,5,7,1,17,2,2,7,1,19,3,0,0,15,10,3,0,2,0,5,26,0,0,3,15,0,1,2,19,6,51,0,10,25,11,0,9,10,0,0,8,1,18,5,1,0,0,0,0,22,6,0,9,0,26,19,2,0,5,1,5,0,23,4,13,6,1,0,0,16,0,1,23,8,10,2,0,11,16,0,54,6,18,6,0,0,0,0,2,0,0,11,9,0,0,0,0,0,0,0,0,0,4,0,1,5,0,1,0,0,0,7,0,2,0,0,0,0,0,4,0,11,0,0,1,0,1,0,3,6,4,0,0,3,0,0,1,1,0,3,0
1,4,10,0,16,28,4,1,0,0,3,5,7,0,6,0,0,0,4,15,8,5,2,16,3,9,6,3,0,5,0,0,22,13,11,0,0,2,0,30,1,3,3,4,11,8,5,0,7,24,0,2,7,15,11,6,0,3,7,0,11,1,2,0,15,1,6,9,0,11,0,9,3,13,0,0,12,14,6,28,13,10,20,17,9,0,12,0,0,29,2,15,0,3,5,1,2,0,23,0,16,46,18,1,0,7,1,1,0,1,46,2,1,36,0,0,17,1,0,7,5,7,2,10,9,5,7,4,78,0,0,13,7,1,0,0,36,5,1,14,1,8,3,33,0,13,0,0,3,2,3,0,4,4,4,13,0,2,5,5,1,2,6,0,28,11,1,2,1,8,0,3,2,5,23,1,4,5,0,1,12,5,0,0,0,3,2,5,8,3,0,3,0,0,7,0,14,1,0,14,2,0,0,1,24,0,5,37,0,5,5,0,4,7,0,0,4,11,0,17,7,0,4,10,6,0,24,0,8,14,0,19,115,0,1,0,3,2,2,0,28,31,1,3,12,0,3,1,0,10,0,1,0,20,1,3,0,2,0,6,3,2,2,1,7,1,11,5,0,0,10,7,0,4,0,11,1,1,2,8,2,0,26,3,48,3,7,11,1,7,19,13,0,0,0,1,11,46,0,1,16,0,0,0,1,6,0,19,0,51,14,6,1,5,8,0,14,6,0,1,28,0,5,2,0,8,5,0,12,15,3,35,4,1,3,1,4,6,2,1,10,1,33,3,18,0,8,25,0,0,2,10,0,1,3,5,7,27,0,7,5,26,0,16,1,1,0,3,1,0,5,1,4,0,1,1,8,21,0,0,8,5,17,0,22,2,0,1,1,26,3,3,9,0,0,0,13,3,0,20,7,1,4,0,7,15,9,36,7,24,5,0,0,0,0,4,2,0,18,4,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,2,0,4,0,0,0,1,0,3,0,2,0,0,0,0,1,0,1,9,3,0,0,4,1,0,6,2,0,1,0
9,4,4,0,14,8,0,4,0,0,0,2,14,0,5,0,0,0,15,15,7,16,5,9,4,2,19,0,0,14,0,0,22,6,1,0,0,3,0,47,0,38,3,2,5,2,3,2,10,24,1,4,5,20,21,5,3,2,7,0,17,8,0,0,11,3,3,12,0,4,14,5,9,12,4,0,3,3,20,24,44,12,18,11,13,0,18,0,5,21,0,17,0,1,19,0,3,0,36,0,9,14,37,1,13,3,0,1,0,2,41,1,3,15,0,0,18,0,4,6,6,6,12,21,1,0,17,4,130,0,0,44,0,10,0,0,23,13,3,6,0,5,1,15,0,8,1,1,4,0,0,3,10,18,6,14,6,1,6,19,1,1,9,0,5,10,0,1,0,0,0,3,1,0,15,3,1,49,0,0,8,0,2,5,0,0,1,0,4,19,8,2,0,0,6,0,11,3,0,26,4,0,15,0,24,0,0,40,3,2,6,0,2,11,0,0,3,1,0,3,4,0,9,7,0,1,11,0,3,9,0,17,0,0,1,1,2,4,2,0,14,8,7,10,8,0,4,0,16,1,0,1,0,29,4,8,1,0,7,1,1,2,3,1,5,0,4,0,0,1,9,16,0,6,0,3,1,3,0,4,0,1,7,2,98,15,4,11,0,2,1,10,0,6,0,2,43,20,0,3,12,0,0,5,1,52,4,18,13,68,12,3,3,11,22,0,25,0,0,2,40,28,20,0,7,3,6,1,5,3,0,19,0,1,52,0,8,5,2,0,22,39,3,1,3,2,14,13,0,0,5,8,0,0,1,10,1,57,0,16,2,10,0,7,5,0,0,9,0,0,4,4,7,0,3,3,9,23,0,0,0,18,11,0,18,7,1,3,0,11,0,4,10,0,11,0,0,34,4,35,0,2,0,0,9,36,51,19,6,16,16,0,0,0,0,6,0,0,32,4,0,0,0,0,0,0,0,0,0,6,0,4,6,0,2,0,0,0,2,2,1,0,0,0,0,0,8,0,29,0,0,0,0,0,0,11,16,0,0,1,0,0,0,1,0,0,0,0
4,0,3,0,6,8,2,5,0,0,0,4,16,0,4,1,0,1,8,1,12,11,0,12,12,17,20,5,0,10,1,0,18,0,6,0,1,2,0,61,0,47,0,4,3,4,20,2,5,25,3,2,12,19,10,4,1,2,21,1,7,5,1,2,19,6,1,15,0,17,4,13,9,16,0,0,12,4,16,16,14,3,60,23,16,0,19,2,2,15,0,32,0,2,9,0,3,0,50,0,34,36,27,1,0,4,0,4,0,0,23,0,1,11,0,0,29,0,0,12,17,4,32,13,24,2,8,2,112,0,3,36,2,7,0,0,23,27,18,12,0,24,1,6,18,34,0,0,5,0,0,31,8,10,3,24,12,1,17,79,11,0,14,1,5,19,1,1,3,9,0,12,1,2,55,1,0,19,1,0,19,0,0,5,0,0,1,1,3,13,10,8,0,0,7,0,17,5,1,8,0,0,2,0,8,3,2,86,17,12,2,1,10,3,0,0,7,3,1,10,2,0,34,0,3,0,22,0,7,6,0,18,14,0,9,0,5,5,1,1,10,16,1,4,8,0,2,3,0,5,0,6,3,13,1,7,1,0,0,5,9,1,2,10,0,5,8,1,0,0,6,10,0,2,0,10,10,0,1,19,0,0,22,8,54,9,9,13,1,5,6,10,0,2,0,0,16,28,0,3,9,1,1,5,0,5,5,8,8,86,3,15,0,7,29,0,46,5,1,0,29,26,12,3,0,7,0,0,16,15,13,26,6,2,7,0,14,14,1,0,27,7,15,0,0,8,17,21,3,0,25,3,0,0,1,5,4,78,0,10,15,31,0,10,6,0,1,4,8,0,0,4,1,0,5,5,2,9,0,0,0,12,13,0,29,5,0,13,1,2,0,1,13,0,32,0,25,36,25,15,2,5,1,0,12,36,10,31,7,16,4,0,1,0,0,0,0,0,96,2,0,2,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,3,1,2,0,0,1,4,1,1,0,12,0,0,0,0,0,0,14,37,0,0,0,2,0,0,0,0,0,0,0
0,0,10,0,10,35,6,9,1,8,4,9,5,0,4,0,34,2,28,1,16,21,0,8,5,18,27,9,0,23,3,0,9,2,38,0,14,1,1,56,0,43,0,10,12,3,8,1,25,26,13,2,3,35,8,4,2,13,3,0,12,0,0,5,24,8,0,70,0,18,17,6,13,12,0,0,4,6,9,15,13,11,52,19,12,1,6,10,8,22,0,39,0,0,11,1,9,0,50,0,27,21,35,2,23,15,0,7,0,0,43,11,1,18,0,0,0,0,3,23,10,15,21,12,7,0,10,5,202,0,5,59,0,2,0,0,52,13,8,32,0,9,0,22,7,25,0,1,2,3,7,19,5,7,9,35,10,0,7,35,16,0,28,3,12,11,1,0,1,3,0,5,0,2,45,0,12,35,1,0,7,6,1,5,0,0,2,5,5,3,8,18,0,0,13,0,4,15,0,1,3,1,8,0,12,2,0,53,12,6,0,0,4,7,0,0,5,4,2,28,0,0,15,0,0,0,12,0,5,9,0,12,19,0,14,2,1,7,0,0,22,31,3,3,11,0,2,4,44,10,1,8,2,21,3,11,5,1,1,0,7,16,6,8,0,7,39,5,2,0,11,18,1,19,0,2,0,1,0,25,0,5,6,5,41,21,0,16,0,4,16,15,0,6,2,5,106,33,0,10,15,0,2,13,2,0,2,23,30,52,4,37,6,12,35,0,94,10,1,1,74,26,19,0,4,2,21,0,37,18,1,17,0,1,14,1,8,5,2,1,44,38,0,0,0,5,30,33,0,0,53,5,0,8,7,9,0,98,0,17,14,29,0,0,18,3,0,10,2,0,2,6,25,0,9,1,9,42,0,0,1,10,18,0,13,5,0,2,0,13,3,1,12,0,19,0,17,36,20,18,40,0,0,0,18,61,4,23,12,7,16,4,1,5,2,2,0,0,45,0,0,0,0,0,0,0,0,0,0,12,1,9,1,0,0,0,0,0,2,0,3,0,0,0,4,3,4,0,6,0,0,0,0,9,0,1,6,0,0,0,1,0,0,0,0,0,1,0
0,1,9,0,6,18,5,3,2,21,1,8,7,0,3,0,0,0,22,0,17,21,12,10,10,14,19,24,0,10,0,0,12,2,16,0,23,1,0,61,0,16,2,21,5,2,18,0,13,54,5,1,1,5,2,17,3,2,5,0,15,5,2,5,7,13,9,40,0,22,4,6,15,23,0,0,2,13,10,24,21,8,41,32,21,0,8,7,2,13,0,20,0,2,4,1,3,0,41,0,47,20,53,2,23,34,0,4,0,0,37,11,1,13,1,1,4,0,0,25,7,10,13,3,9,10,14,2,119,0,4,28,4,5,0,0,32,32,0,13,2,21,0,3,4,39,0,0,4,0,4,26,14,12,13,24,3,1,4,65,16,0,0,3,16,19,5,0,2,2,0,6,1,6,57,10,13,9,1,0,38,6,0,28,0,1,4,4,0,19,4,9,0,0,8,0,6,1,0,0,6,2,17,2,5,4,0,81,11,24,2,0,0,14,0,0,1,2,2,8,0,0,50,1,4,0,4,0,24,5,0,17,18,1,8,0,0,9,1,1,34,15,27,2,8,3,1,2,32,8,0,8,0,6,2,1,1,3,7,1,11,7,7,5,0,2,21,13,0,0,4,19,0,6,0,7,0,2,2,18,3,1,5,31,86,1,5,8,0,2,14,10,0,6,0,15,18,24,0,11,3,1,3,19,1,10,8,12,10,59,7,29,6,1,9,0,83,3,0,0,71,54,0,0,0,0,3,3,15,25,0,7,9,0,6,8,13,3,5,3,24,20,13,0,1,17,34,14,1,0,28,4,0,10,7,0,5,71,0,7,8,6,3,3,3,2,1,2,3,0,5,0,0,1,1,8,24,18,1,0,0,14,9,0,19,3,0,3,0,3,0,1,12,0,49,0,12,48,25,30,30,0,2,1,12,55,65,14,6,15,32,0,1,3,6,0,0,0,40,0,0,0,0,0,0,0,0,0,0,19,0,11,0,0,0,3,0,0,0,4,2,0,0,0,0,1,0,0,19,0,0,2,0,0,0,8,31,2,0,0,1,0,0,0,0,0,0,0
2,0,9,0,5,25,11,6,0,18,4,14,10,2,19,0,14,2,33,0,26,2,1,11,7,19,24,21,0,4,3,0,12,1,8,0,31,9,1,64,0,131,4,35,4,0,8,0,2,47,5,0,1,15,2,24,0,15,1,0,9,29,0,1,7,18,5,11,0,31,3,11,28,51,0,0,2,16,9,22,5,30,47,26,43,3,11,13,2,8,0,19,0,5,3,5,4,0,41,0,47,14,87,3,31,28,0,0,0,0,63,23,2,8,0,5,5,0,0,17,1,18,22,8,12,0,11,5,174,0,1,62,7,10,0,0,27,41,2,22,0,7,0,12,6,37,0,0,4,8,0,29,10,15,37,26,44,1,20,26,13,0,22,9,20,3,0,1,2,0,0,3,1,1,33,2,6,16,0,1,18,12,0,10,0,9,1,1,1,4,3,35,1,0,5,2,5,10,1,0,24,0,10,3,27,0,2,47,4,20,0,2,4,5,0,0,1,7,0,14,1,0,15,0,2,2,5,0,19,0,2,15,0,0,19,2,1,5,0,0,24,25,0,1,9,11,2,6,47,16,0,6,9,3,6,6,0,4,1,0,23,2,4,0,0,3,31,6,5,0,15,11,0,2,0,3,23,1,0,15,22,7,16,0,59,20,5,5,1,2,6,24,0,14,0,9,28,24,0,5,1,0,3,14,1,2,0,1,10,44,1,41,5,3,22,0,88,0,1,0,49,29,14,1,0,0,5,1,31,17,28,5,4,9,1,11,5,7,5,1,37,32,0,1,0,0,23,12,3,0,35,5,1,5,0,10,9,69,0,3,5,7,0,0,18,5,1,7,0,6,0,0,6,3,5,8,8,10,0,4,5,8,13,0,13,2,5,4,4,9,5,5,5,0,16,0,16,31,21,41,21,3,24,0,37,25,23,38,14,45,10,0,0,0,13,10,0,0,30,2,0,0,0,0,2,1,0,0,1,9,3,6,33,0,0,0,0,0,1,5,0,1,1,0,1,2,3,0,6,0,1,0,0,4,0,3,2,8,0,0,6,0,0,0,0,0,1,0
