"","trend","dpopdt","pop","seas_1","seas_2","seas_3","seas_4","seas_5","seas_6"
"V2097",-4.12000000000012,21892.9575630441,2982658.68354867,0.32167866666711,0.0029293333333561,0,0,0.067537333333149,0.607854666666385
"V2098",-4.11000000000013,21867.3794887721,2982877.48520009,0.361482666667079,0.00546133333336502,0,0,0.0524053333331903,0.580650666666366
"V2099",-4.10000000000014,21841.8420172154,2983096.03127379,0.401430666667041,0.00914533333337408,0,0,0.0397213333332249,0.54970266666636
"V2100",-4.09000000000015,21816.3451483739,2983314.32217578,0.440874666666998,0.0141973333333827,0,0,0.0292693333332535,0.515658666666366
"V2101",-4.08000000000015,21790.8888822477,2983532.35831209,0.479166666666951,0.0208333333333902,0,0,0.0208333333332765,0.479166666666382
"V2102",-4.07000000000016,21765.4732188368,2983750.14008876,0.515658666666903,0.0292693333333961,0,0,0.0141973333332946,0.440874666666406
"V2103",-4.06000000000017,21740.0981581412,2983967.66791181,0.549702666666855,0.0397213333333998,0,0,0.00914533333330838,0.401430666666437
"V2104",-4.05000000000018,21714.7637001609,2984184.94218727,0.580650666666808,0.0524053333334007,0,0,0.00546133333331843,0.361482666666472
"V2105",-4.04000000000019,21689.4698448958,2984401.96332116,0.607854666666766,0.0675373333333982,0,0,0.00292933333332534,0.321678666666511
"V2106",-4.0300000000002,21664.216592346,2984618.73171951,0.630666666666729,0.0853333333333917,0,0,0.00133333333332969,0.28266666666655
"V2107",-4.02000000000021,21639.0039425115,2984835.24778835,0.648438666666699,0.106009333333381,0,0,0.000457333333332085,0.245094666666589
"V2108",-4.01000000000022,21613.8318953922,2985051.5119337,0.660522666666678,0.129781333333364,0,0,8.53333333331005e-05,0.209610666666625
"V2109",-4.00000000000023,21588.7004509883,2985267.5245616,0.666270666666667,0.156865333333342,0,0,1.33333333332969e-06,0.176862666666657
"V2110",-3.99000000000024,21563.6096092996,2985483.28607806,0.665098666666669,0.187434666666647,1.06666666666376e-05,0,0,0.147456000000017
"V2111",-3.98000000000025,21538.5593703261,2985698.79688913,0.657166666666683,0.221166666666613,0.000166666666666212,0,0,0.121500000000037
"V2112",-3.97000000000025,21513.549734068,2985914.05740081,0.643114666666708,0.257418666666576,0.000682666666664804,0,0,0.0987840000000513
"V2113",-3.96000000000026,21488.5807005251,2986129.06801915,0.62359066666674,0.295542666666537,0.00177466666666182,0,0,0.0790920000000609
"V2114",-3.95000000000005,21463.652269697,2986343.82915017,0.599242666666176,0.334890666667402,0.00365866666671016,0,0,0.0622079999997124
"V2115",-3.94000000000005,21438.7644415847,2986558.34119989,0.570718666666132,0.37481466666737,0.00655066666672765,0,0,0.0479159999997702
"V2116",-3.93000000000006,21413.9172161876,2986772.60457434,0.538666666666106,0.414666666667327,0.0106666666667467,0,0,0.0359999999998199
"V2117",-3.92000000000007,21389.1105935059,2986986.61967955,0.503734666666097,0.453798666667274,0.0162226666667667,0,0,0.0262439999998621
"V2118",-3.91000000000008,21364.3445735394,2987200.38692155,0.466570666666101,0.491562666667214,0.0234346666667872,0,0,0.0184319999998973
"V2119",-3.90000000000009,21339.6191562882,2987413.90670637,0.427822666666118,0.527310666667148,0.0325186666668074,0,0,0.0123479999999262
"V2120",-3.8900000000001,21314.9343417522,2987627.17944002,0.388138666666146,0.560394666667078,0.0436906666668269,0,0,0.00777599999994931
"V2121",-3.88000000000011,21290.2901299316,2987840.20552854,0.348166666666183,0.590166666667005,0.0571666666668449,0,0,0.00449999999996726
"V2122",-3.87000000000012,21265.6865208262,2988052.98537796,0.308554666666227,0.615978666666931,0.073162666666861,0,0,0.00230399999998062
"V2123",-3.86000000000013,21241.1235144361,2988265.5193943,0.269950666666276,0.637182666666859,0.0918946666668746,0,0,0.00097199999998998
"V2124",-3.85000000000014,21216.6011107613,2988477.80798359,0.233002666666329,0.65313066666679,0.113578666666885,0,0,0.00028799999999594
"V2125",-3.84000000000015,21192.1193098017,2988689.85155186,0.198358666666384,0.663174666666725,0.138430666666892,0,0,3.59999999990831e-05
"V2126",-3.83000000000015,21167.6781115574,2988901.65050513,0.166666666666439,0.666666666666667,0.166666666666894,1.56789984301514e-38,0,0
"V2127",-3.82000000000016,21143.2775160284,2989113.20524943,0.13843066666649,0.663174666666621,0.198358666666889,3.60000000007204e-05,0,0
"V2128",-3.81000000000017,21118.9175232147,2989324.51619079,0.113578666666533,0.653130666666591,0.233002666666873,0.000288000000002489,0,0
"V2129",-3.80000000000018,21094.5981331162,2989535.58373524,0.0918946666665688,0.637182666666576,0.26995066666685,0.000972000000004716,0,0
"V2130",-3.79000000000019,21070.3193457331,2989746.4082888,0.0731626666665983,0.615978666666573,0.308554666666821,0.00230400000000681,0,0
"V2131",-3.7800000000002,21046.0811610652,2989956.9902575,0.0571666666666221,0.590166666666582,0.348166666666788,0.00450000000000819,0,0
"V2132",-3.77000000000021,21021.8835791125,2990167.33004736,0.0436906666666406,0.5603946666666,0.388138666666751,0.00777600000000825,0,0
"V2133",-3.76000000000022,20997.7265998752,2990377.42806442,0.0325186666666544,0.527310666666625,0.427822666666714,0.0123480000000064,0,0
"V2134",-3.75000000000023,20973.6102233531,2990587.2847147,0.0234346666666642,0.491562666666655,0.466570666666678,0.0184320000000021,0,0
"V2135",-3.74000000000024,20949.5344495463,2990796.90040423,0.0162226666666705,0.45379866666669,0.503734666666645,0.0262439999999947,0,0
"V2136",-3.73000000000025,20925.4992784548,2991006.27553903,0.0106666666666739,0.414666666666727,0.538666666666616,0.0359999999999836,0,0
"V2137",-3.72000000000025,20901.5047100786,2991215.41052514,0.00655066666667507,0.374814666666764,0.570718666666593,0.0479159999999683,0,0
"V2138",-3.71000000000026,20877.5507444176,2991424.30576858,0.00365866666667451,0.334890666666799,0.599242666666578,0.0622079999999482,0,0
"V2139",-3.70000000000005,20853.6373814713,2991632.96167538,0.00177466666663981,0.295542666665948,0.623590666667074,0.0790920000003375,0,0
"V2140",-3.69000000000005,20829.7646212409,2991841.37865155,0.000682666666653161,0.257418666666011,0.643114666666964,0.0987840000003722,0,0
"V2141",-3.68000000000006,20805.9324637258,2992049.55710314,0.000166666666661664,0.221166666666081,0.657166666666852,0.121500000000405,0,0
"V2142",-3.67000000000007,20782.1409089259,2992257.49743617,1.06666666659099e-05,0.187434666666158,0.66509866666674,0.147456000000436,0,0
"V2143",-3.66000000000008,20758.3899568413,2992465.20005666,0,0.156865333332905,0.666270666666631,0.17686266666713,1.33333333351162e-06,0
"V2144",-3.65000000000009,20734.679607472,2992672.66537065,0,0.129781333332979,0.660522666666541,0.209610666667144,8.53333333360112e-05,0
"V2145",-3.6400000000001,20711.009860818,2992879.89378416,0,0.106009333333044,0.64843866666647,0.245094666667144,0.000457333333341,0
"V2146",-3.63000000000011,20687.3807168792,2993086.88570321,0,0.0853333333331005,0.630666666666419,0.282666666667132,0.00133333333334789,0
"V2147",-3.62000000000012,20663.7921756557,2993293.64153383,0,0.067537333333149,0.607854666666385,0.32167866666711,0.00292933333335609,0
"V2148",-3.61000000000013,20640.2442371475,2993500.16168206,0,0.0524053333331903,0.580650666666366,0.361482666667079,0.005461333333365,0
"V2149",-3.60000000000014,20616.7369013546,2993706.44655392,0,0.0397213333332249,0.54970266666636,0.401430666667041,0.00914533333337406,0
"V2150",-3.59000000000015,20593.2701682769,2993912.49655543,0,0.0292693333332535,0.515658666666366,0.440874666666997,0.0141973333333826,0
"V2151",-3.58000000000015,20569.8440379145,2994118.31209263,0,0.0208333333332765,0.479166666666382,0.479166666666951,0.0208333333333902,0
"V2152",-3.57000000000016,20546.4585102674,2994323.89357153,0,0.0141973333332946,0.440874666666407,0.515658666666903,0.0292693333333961,0
"V2153",-3.56000000000017,20523.1135853356,2994529.24139817,0,0.00914533333330838,0.401430666666437,0.549702666666855,0.0397213333333998,0
"V2154",-3.55000000000018,20499.8092631191,2994734.35597858,0,0.00546133333331843,0.361482666666473,0.580650666666808,0.0524053333334006,0
"V2155",-3.54000000000019,20476.5455436178,2994939.23771878,0,0.00292933333332534,0.321678666666511,0.607854666666766,0.0675373333333981,0
"V2156",-3.5300000000002,20453.3224268318,2995143.8870248,0,0.0013333333333297,0.28266666666655,0.630666666666728,0.0853333333333916,0
"V2157",-3.52000000000021,20430.139912761,2995348.30430266,0,0.000457333333332085,0.245094666666589,0.648438666666699,0.10600933333338,0
"V2158",-3.51000000000022,20406.9980014056,2995552.48995839,0,8.53333333331005e-05,0.209610666666625,0.660522666666678,0.129781333333364,0
"V2159",-3.50000000000023,20383.8966927654,2995756.44439803,0,1.33333333332969e-06,0.176862666666657,0.666270666666667,0.156865333333342,0
"V2160",-3.49000000000024,20360.8359868405,2995960.16802759,0,0,0.147456000000017,0.66509866666667,0.187434666666647,1.06666666666376e-05
"V2161",-3.48000000000025,20337.8158836309,2996163.66125311,0,0,0.121500000000037,0.657166666666684,0.221166666666614,0.000166666666666212
"V2162",-3.47000000000025,20314.8363831365,2996366.9244806,0,0,0.0987840000000513,0.643114666666708,0.257418666666576,0.000682666666664804
"V2163",-3.46000000000026,20291.8974853575,2996569.95811611,0,0,0.0790920000000608,0.62359066666674,0.295542666666537,0.00177466666666183
"V2164",-3.45000000000005,20268.9991902931,2996772.76256566,0,0,0.0622079999997123,0.599242666666176,0.334890666667402,0.00365866666671016
"V2165",-3.44000000000005,20246.1414979446,2996975.33823526,0,0,0.0479159999997702,0.570718666666132,0.37481466666737,0.00655066666672765
"V2166",-3.43000000000006,20223.3244083114,2997177.68553096,0,0,0.0359999999998199,0.538666666666106,0.414666666667327,0.0106666666667467
"V2167",-3.42000000000007,20200.5479213934,2997379.80485877,0,0,0.0262439999998621,0.503734666666097,0.453798666667275,0.0162226666667667
"V2168",-3.41000000000008,20177.8120371907,2997581.69662473,0,0,0.0184319999998973,0.466570666666101,0.491562666667214,0.0234346666667872
"V2169",-3.40000000000009,20155.1167557033,2997783.36123486,0,0,0.0123479999999262,0.427822666666118,0.527310666667148,0.0325186666668074
"V2170",-3.3900000000001,20132.4620769312,2997984.79909519,0,0,0.0077759999999493,0.388138666666146,0.560394666667078,0.0436906666668269
"V2171",-3.38000000000011,20109.8480008743,2998186.01061174,0,0,0.00449999999996725,0.348166666666183,0.590166666667005,0.057166666666845
"V2172",-3.37000000000012,20087.2745275327,2998386.99619055,0,0,0.00230399999998061,0.308554666666227,0.615978666666932,0.0731626666668611
"V2173",-3.36000000000013,20064.7416569064,2998587.75623763,0,0,0.000971999999989978,0.269950666666276,0.637182666666859,0.0918946666668746
"V2174",-3.35000000000014,20042.2493889954,2998788.29115902,0,0,0.000287999999995938,0.233002666666329,0.65313066666679,0.113578666666885
"V2175",-3.34000000000015,20019.7977237996,2998988.60136075,0,0,3.59999999990828e-05,0.198358666666384,0.663174666666725,0.138430666666892
"V2176",-3.33000000000015,19997.3866613191,2999188.68724884,1.56962280972157e-38,0,0,0.166666666666439,0.666666666666667,0.166666666666894
"V2177",-3.32000000000016,19975.0162015539,2999388.54922932,3.60000000007207e-05,0,0,0.13843066666649,0.663174666666621,0.198358666666889
"V2178",-3.31000000000017,19952.686344504,2999588.18770822,0.00028800000000249,0,0,0.113578666666533,0.653130666666591,0.233002666666874
"V2179",-3.30000000000018,19930.3970901693,2999787.60309155,0.000972000000004719,0,0,0.0918946666665687,0.637182666666576,0.269950666666851
"V2180",-3.29000000000019,19908.1484385499,2999986.79578536,0.00230400000000682,0,0,0.0731626666665983,0.615978666666574,0.308554666666821
"V2181",-3.2800000000002,19885.9403896458,3000185.76619567,0.0045000000000082,0,0,0.057166666666622,0.590166666666582,0.348166666666788
"V2182",-3.27000000000021,19863.772943457,3000384.5147285,0.00777600000000827,0,0,0.0436906666666405,0.5603946666666,0.388138666666752
"V2183",-3.26000000000022,19841.6460999834,3000583.04178988,0.0123480000000064,0,0,0.0325186666666544,0.527310666666625,0.427822666666714
"V2184",-3.25000000000023,19819.5598592251,3000781.34778584,0.0184320000000021,0,0,0.0234346666666642,0.491562666666655,0.466570666666678
"V2185",-3.24000000000024,19797.5142211821,3000979.4331224,0.0262439999999947,0,0,0.0162226666666705,0.45379866666669,0.503734666666645
"V2186",-3.23000000000025,19775.5091858544,3001177.2982056,0.0359999999999837,0,0,0.0106666666666739,0.414666666666727,0.538666666666616
"V2187",-3.22000000000025,19753.544753242,3001374.94344146,0.0479159999999684,0,0,0.00655066666667506,0.374814666666764,0.570718666666593
"V2188",-3.21000000000026,19731.6209233448,3001572.36923601,0.0622079999999482,0,0,0.0036586666666745,0.334890666666799,0.599242666666578
"V2189",-3.20000000000005,19709.7376961624,3001769.57599528,0.0790920000003376,0,0,0.00177466666663981,0.295542666665948,0.623590666667074
"V2190",-3.19000000000005,19687.8950716958,3001966.56412528,0.0987840000003723,0,0,0.000682666666653157,0.257418666666011,0.643114666666964
"V2191",-3.18000000000006,19666.0930499444,3002163.33403205,0.121500000000405,0,0,0.000166666666661662,0.221166666666081,0.657166666666852
"V2192",-3.17000000000007,19644.3316309083,3002359.88612162,0.147456000000436,0,0,1.06666666659096e-05,0.187434666666158,0.66509866666674
"V2193",-3.16000000000008,19622.6108145875,3002556.22080001,0.17686266666713,1.33333333351168e-06,0,0,0.156865333332905,0.666270666666631
"V2194",-3.15000000000009,19600.930600982,3002752.33847325,0.209610666667144,8.53333333360123e-05,0,0,0.129781333332979,0.660522666666541
"V2195",-3.1400000000001,19579.2909900918,3002948.23954737,0.245094666667145,0.000457333333341003,0,0,0.106009333333044,0.64843866666647
"V2196",-3.13000000000011,19557.6919819168,3003143.9244284,0.282666666667133,0.00133333333334789,0,0,0.0853333333331005,0.630666666666419
"V2197",-3.12000000000012,19536.1335764571,3003339.39352235,0.32167866666711,0.0029293333333561,0,0,0.067537333333149,0.607854666666385
"V2198",-3.11000000000013,19514.6157737127,3003534.64723527,0.361482666667079,0.00546133333336502,0,0,0.0524053333331903,0.580650666666366
"V2199",-3.10000000000014,19493.1385736835,3003729.68597317,0.401430666667041,0.00914533333337408,0,0,0.0397213333332249,0.54970266666636
"V2200",-3.09000000000015,19471.7019763697,3003924.51014209,0.440874666666998,0.0141973333333827,0,0,0.0292693333332535,0.515658666666366
"V2201",-3.08000000000015,19450.3059817711,3004119.12014804,0.479166666666951,0.0208333333333902,0,0,0.0208333333332765,0.479166666666382
"V2202",-3.07000000000016,19428.9505898878,3004313.51639706,0.515658666666903,0.0292693333333961,0,0,0.0141973333332946,0.440874666666406
"V2203",-3.06000000000017,19407.6358007197,3004507.69929518,0.549702666666855,0.0397213333333998,0,0,0.00914533333330838,0.401430666666437
"V2204",-3.05000000000018,19386.361614267,3004701.66924842,0.580650666666808,0.0524053333334007,0,0,0.00546133333331843,0.361482666666472
"V2205",-3.04000000000019,19365.1280305295,3004895.42666281,0.607854666666766,0.0675373333333982,0,0,0.00292933333332534,0.321678666666511
"V2206",-3.0300000000002,19343.9350495073,3005088.97194437,0.630666666666729,0.0853333333333917,0,0,0.00133333333332969,0.28266666666655
"V2207",-3.02000000000021,19322.7826712003,3005282.30549914,0.648438666666699,0.106009333333381,0,0,0.000457333333332085,0.245094666666589
"V2208",-3.01000000000022,19301.6708956087,3005475.42773314,0.660522666666678,0.129781333333364,0,0,8.53333333331005e-05,0.209610666666625
"V2209",-3.00000000000023,19280.5997227323,3005668.33905239,0.666270666666667,0.156865333333342,0,0,1.33333333332969e-06,0.176862666666657
"V2210",-2.99000000000024,19259.5691525712,3005861.03986293,0.665098666666669,0.187434666666647,1.06666666666376e-05,0,0,0.147456000000017
"V2211",-2.98000000000025,19238.5791851254,3006053.53057079,0.657166666666683,0.221166666666613,0.000166666666666212,0,0,0.121500000000037
"V2212",-2.97000000000025,19217.6298203948,3006245.81158198,0.643114666666708,0.257418666666576,0.000682666666664804,0,0,0.0987840000000513
"V2213",-2.96000000000026,19196.7210583795,3006437.88330254,0.62359066666674,0.295542666666537,0.00177466666666182,0,0,0.0790920000000609
"V2214",-2.95000000000005,19175.852899079,3006629.74613849,0.599242666666176,0.334890666667402,0.00365866666671016,0,0,0.0622079999997124
"V2215",-2.94000000000005,19155.0253424943,3006821.40049587,0.570718666666132,0.37481466666737,0.00655066666672765,0,0,0.0479159999997702
"V2216",-2.93000000000006,19134.2383886249,3007012.84678068,0.538666666666106,0.414666666667327,0.0106666666667467,0,0,0.0359999999998199
"V2217",-2.92000000000007,19113.4920374707,3007204.08539898,0.503734666666097,0.453798666667274,0.0162226666667667,0,0,0.0262439999998621
"V2218",-2.91000000000008,19092.7862890318,3007395.11675678,0.466570666666101,0.491562666667214,0.0234346666667872,0,0,0.0184319999998973
"V2219",-2.90000000000009,19072.1211433082,3007585.9412601,0.427822666666118,0.527310666667148,0.0325186666668074,0,0,0.0123479999999262
"V2220",-2.8900000000001,19051.4966002998,3007776.55931498,0.388138666666146,0.560394666667078,0.0436906666668269,0,0,0.00777599999994931
"V2221",-2.88000000000011,19030.9126600067,3007966.97132745,0.348166666666183,0.590166666667005,0.0571666666668449,0,0,0.00449999999996726
"V2222",-2.87000000000012,19010.3693224289,3008157.17770353,0.308554666666227,0.615978666666931,0.073162666666861,0,0,0.00230399999998062
"V2223",-2.86000000000013,18989.8665875664,3008347.17884924,0.269950666666276,0.637182666666859,0.0918946666668746,0,0,0.00097199999998998
"V2224",-2.85000000000014,18969.4044554192,3008536.97517062,0.233002666666329,0.65313066666679,0.113578666666885,0,0,0.00028799999999594
"V2225",-2.84000000000015,18948.9829259872,3008726.56707369,0.198358666666384,0.663174666666725,0.138430666666892,0,0,3.59999999990831e-05
"V2226",-2.83000000000015,18928.6019992705,3008915.95496448,0.166666666666439,0.666666666666667,0.166666666666894,1.56789984301514e-38,0,0
"V2227",-2.82000000000016,18908.2616752691,3009105.13924902,0.13843066666649,0.663174666666621,0.198358666666889,3.60000000007204e-05,0,0
"V2228",-2.81000000000017,18887.9619539829,3009294.12033333,0.113578666666533,0.653130666666591,0.233002666666873,0.000288000000002489,0,0
"V2229",-2.80000000000018,18867.7028354121,3009482.89862344,0.0918946666665688,0.637182666666576,0.26995066666685,0.000972000000004716,0,0
"V2230",-2.79000000000019,18847.4843195565,3009671.47452538,0.0731626666665983,0.615978666666573,0.308554666666821,0.00230400000000681,0,0
"V2231",-2.7800000000002,18827.3064064162,3009859.84844517,0.0571666666666221,0.590166666666582,0.348166666666788,0.00450000000000819,0,0
"V2232",-2.77000000000021,18807.1690959911,3010048.02078885,0.0436906666666406,0.5603946666666,0.388138666666751,0.00777600000000825,0,0
"V2233",-2.76000000000022,18787.0723882814,3010235.99196244,0.0325186666666544,0.527310666666625,0.427822666666714,0.0123480000000064,0,0
"V2234",-2.75000000000023,18767.0162832869,3010423.76237196,0.0234346666666642,0.491562666666655,0.466570666666678,0.0184320000000021,0,0
"V2235",-2.74000000000024,18747.0007810077,3010611.33242344,0.0162226666666705,0.45379866666669,0.503734666666645,0.0262439999999947,0,0
"V2236",-2.73000000000025,18727.0258814437,3010798.70252292,0.0106666666666739,0.414666666666727,0.538666666666616,0.0359999999999836,0,0
"V2237",-2.72000000000025,18707.0915845951,3010985.87307641,0.00655066666667507,0.374814666666764,0.570718666666593,0.0479159999999683,0,0
"V2238",-2.71000000000026,18687.1978904617,3011172.84448995,0.00365866666667451,0.334890666666799,0.599242666666578,0.0622079999999482,0,0
"V2239",-2.70000000000005,18667.3447990431,3011359.61716957,0.00177466666663981,0.295542666665948,0.623590666667074,0.0790920000003375,0,0
"V2240",-2.69000000000005,18647.5323103403,3011546.19152128,0.000682666666653161,0.257418666666011,0.643114666666964,0.0987840000003722,0,0
"V2241",-2.68000000000006,18627.7604243527,3011732.56795112,0.000166666666661664,0.221166666666081,0.657166666666852,0.121500000000405,0,0
"V2242",-2.67000000000007,18608.0291410805,3011918.74686511,1.06666666659099e-05,0.187434666666158,0.66509866666674,0.147456000000436,0,0
"V2243",-2.66000000000008,18588.3384605235,3012104.72866928,0,0.156865333332905,0.666270666666631,0.17686266666713,1.33333333351162e-06,0
"V2244",-2.65000000000009,18568.6883826817,3012290.51376966,0,0.129781333332979,0.660522666666541,0.209610666667144,8.53333333360112e-05,0
"V2245",-2.6400000000001,18549.0789075553,3012476.10257228,0,0.106009333333044,0.64843866666647,0.245094666667144,0.000457333333341,0
"V2246",-2.63000000000011,18529.5100351441,3012661.49548316,0,0.0853333333331005,0.630666666666419,0.282666666667132,0.00133333333334789,0
"V2247",-2.62000000000012,18509.9817654482,3012846.69290832,0,0.067537333333149,0.607854666666385,0.32167866666711,0.00292933333335609,0
"V2248",-2.61000000000013,18490.4940984676,3013031.69525381,0,0.0524053333331903,0.580650666666366,0.361482666667079,0.005461333333365,0
"V2249",-2.60000000000014,18471.0470342022,3013216.50292563,0,0.0397213333332249,0.54970266666636,0.401430666667041,0.00914533333337406,0
"V2250",-2.59000000000015,18451.6405726522,3013401.11632983,0,0.0292693333332535,0.515658666666366,0.440874666666997,0.0141973333333826,0
"V2251",-2.58000000000015,18432.2747138174,3013585.53587243,0,0.0208333333332765,0.479166666666382,0.479166666666951,0.0208333333333902,0
"V2252",-2.57000000000016,18412.9494576978,3013769.76195945,0,0.0141973333332946,0.440874666666407,0.515658666666903,0.0292693333333961,0
"V2253",-2.56000000000017,18393.6648042936,3013953.79499693,0,0.00914533333330838,0.401430666666437,0.549702666666855,0.0397213333333998,0
"V2254",-2.55000000000018,18374.4207536046,3014137.63539088,0,0.00546133333331843,0.361482666666473,0.580650666666808,0.0524053333334006,0
"V2255",-2.54000000000019,18355.2173056309,3014321.28354734,0,0.00292933333332534,0.321678666666511,0.607854666666766,0.0675373333333981,0
"V2256",-2.5300000000002,18336.0544603725,3014504.73987233,0,0.0013333333333297,0.28266666666655,0.630666666666728,0.0853333333333916,0
"V2257",-2.52000000000021,18316.9322178294,3014688.00477189,0,0.000457333333332085,0.245094666666589,0.648438666666699,0.10600933333338,0
"V2258",-2.51000000000022,18297.8505780015,3014871.07865203,0,8.53333333331005e-05,0.209610666666625,0.660522666666678,0.129781333333364,0
"V2259",-2.50000000000023,18278.8095408889,3015053.96191879,0,1.33333333332969e-06,0.176862666666657,0.666270666666667,0.156865333333342,0
"V2260",-2.49000000000024,18259.8091064916,3015236.65497819,0,0,0.147456000000017,0.66509866666667,0.187434666666647,1.06666666666376e-05
"V2261",-2.48000000000025,18240.8492748095,3015419.15823626,0,0,0.121500000000037,0.657166666666684,0.221166666666614,0.000166666666666212
"V2262",-2.47000000000025,18221.9300458428,3015601.47209903,0,0,0.0987840000000513,0.643114666666708,0.257418666666576,0.000682666666664804
"V2263",-2.46000000000026,18203.0514195913,3015783.59697252,0,0,0.0790920000000608,0.62359066666674,0.295542666666537,0.00177466666666183
"V2264",-2.45000000000005,18184.2133960547,3015965.53326277,0,0,0.0622079999997123,0.599242666666176,0.334890666667402,0.00365866666671016
"V2265",-2.44000000000005,18165.4159752337,3016147.28137579,0,0,0.0479159999997702,0.570718666666132,0.37481466666737,0.00655066666672765
"V2266",-2.43000000000006,18146.6591571281,3016328.84171762,0,0,0.0359999999998199,0.538666666666106,0.414666666667327,0.0106666666667467
"V2267",-2.42000000000007,18127.9429417377,3016510.21469427,0,0,0.0262439999998621,0.503734666666097,0.453798666667275,0.0162226666667667
"V2268",-2.41000000000008,18109.2673290626,3016691.40071179,0,0,0.0184319999998973,0.466570666666101,0.491562666667214,0.0234346666667872
"V2269",-2.40000000000009,18090.6323191027,3016872.4001762,0,0,0.0123479999999262,0.427822666666118,0.527310666667148,0.0325186666668074
"V2270",-2.3900000000001,18072.0379118582,3017053.21349352,0,0,0.0077759999999493,0.388138666666146,0.560394666667078,0.0436906666668269
"V2271",-2.38000000000011,18053.4841073289,3017233.84106978,0,0,0.00449999999996725,0.348166666666183,0.590166666667005,0.057166666666845
"V2272",-2.37000000000012,18034.9709055149,3017414.283311,0,0,0.00230399999998061,0.308554666666227,0.615978666666932,0.0731626666668611
"V2273",-2.36000000000013,18016.4983064162,3017594.54062323,0,0,0.000971999999989978,0.269950666666276,0.637182666666859,0.0918946666668746
"V2274",-2.35000000000014,17998.0663100327,3017774.61341248,0,0,0.000287999999995938,0.233002666666329,0.65313066666679,0.113578666666885
"V2275",-2.34000000000015,17979.6749163645,3017954.50208477,0,0,3.59999999990828e-05,0.198358666666384,0.663174666666725,0.138430666666892
"V2276",-2.33000000000015,17961.3241254116,3018134.20704615,1.56962280972157e-38,0,0,0.166666666666439,0.666666666666667,0.166666666666894
"V2277",-2.32000000000016,17943.013937174,3018313.72870262,3.60000000007207e-05,0,0,0.13843066666649,0.663174666666621,0.198358666666889
"V2278",-2.31000000000017,17924.7443516517,3018493.06746023,0.00028800000000249,0,0,0.113578666666533,0.653130666666591,0.233002666666874
"V2279",-2.30000000000018,17906.5153688446,3018672.223725,0.000972000000004719,0,0,0.0918946666665687,0.637182666666576,0.269950666666851
"V2280",-2.29000000000019,17888.3269887528,3018851.19790295,0.00230400000000682,0,0,0.0731626666665983,0.615978666666574,0.308554666666821
"V2281",-2.2800000000002,17870.1792113763,3019029.99040011,0.0045000000000082,0,0,0.057166666666622,0.590166666666582,0.348166666666788
"V2282",-2.27000000000021,17852.072036715,3019208.60162252,0.00777600000000827,0,0,0.0436906666666405,0.5603946666666,0.388138666666752
"V2283",-2.26000000000022,17834.005464769,3019387.03197619,0.0123480000000064,0,0,0.0325186666666544,0.527310666666625,0.427822666666714
"V2284",-2.25000000000023,17815.9794955383,3019565.28186716,0.0184320000000021,0,0,0.0234346666666642,0.491562666666655,0.466570666666678
"V2285",-2.24000000000024,17797.9941290229,3019743.35170144,0.0262439999999947,0,0,0.0162226666666705,0.45379866666669,0.503734666666645
"V2286",-2.23000000000025,17780.0493652228,3019921.24188508,0.0359999999999837,0,0,0.0106666666666739,0.414666666666727,0.538666666666616
"V2287",-2.22000000000025,17762.1452041379,3020098.95282409,0.0479159999999684,0,0,0.00655066666667506,0.374814666666764,0.570718666666593
"V2288",-2.21000000000026,17744.2816457683,3020276.4849245,0.0622079999999482,0,0,0.0036586666666745,0.334890666666799,0.599242666666578
"V2289",-2.20000000000005,17726.4586901136,3020453.83859235,0.0790920000003376,0,0,0.00177466666663981,0.295542666665948,0.623590666667074
"V2290",-2.19000000000005,17708.6763371746,3020631.01423365,0.0987840000003723,0,0,0.000682666666653157,0.257418666666011,0.643114666666964
"V2291",-2.18000000000006,17690.9345869508,3020808.01225444,0.121500000000405,0,0,0.000166666666661662,0.221166666666081,0.657166666666852
"V2292",-2.17000000000007,17673.2334394423,3020984.83306073,0.147456000000436,0,0,1.06666666659096e-05,0.187434666666158,0.66509866666674
"V2293",-2.16000000000008,17655.5728946491,3021161.47705857,0.17686266666713,1.33333333351168e-06,0,0,0.156865333332905,0.666270666666631
"V2294",-2.15000000000009,17637.9529525712,3021337.94465397,0.209610666667144,8.53333333360123e-05,0,0,0.129781333332979,0.660522666666541
"V2295",-2.1400000000001,17620.3736132085,3021514.23625296,0.245094666667145,0.000457333333341003,0,0,0.106009333333044,0.64843866666647
"V2296",-2.13000000000011,17602.8348765611,3021690.35226157,0.282666666667133,0.00133333333334789,0,0,0.0853333333331005,0.630666666666419
"V2297",-2.12000000000012,17585.336742629,3021866.29308583,0.32167866666711,0.0029293333333561,0,0,0.067537333333149,0.607854666666385
"V2298",-2.11000000000013,17567.8792114122,3022042.05913177,0.361482666667079,0.00546133333336502,0,0,0.0524053333331903,0.580650666666366
"V2299",-2.10000000000014,17550.4622829106,3022217.6508054,0.401430666667041,0.00914533333337408,0,0,0.0397213333332249,0.54970266666636
"V2300",-2.09000000000015,17533.0859571243,3022393.06851277,0.440874666666998,0.0141973333333827,0,0,0.0292693333332535,0.515658666666366
"V2301",-2.08000000000015,17515.7502340533,3022568.31265989,0.479166666666951,0.0208333333333902,0,0,0.0208333333332765,0.479166666666382
